person_id,tax_code,first_name,last_name,birth_year,birth_month,birth_day,sex,city,zip,province,region,job,education,marital_status,phone,email,annual_income_k,income_bracket
6646,RSSCST08A41F205,Cristina,Russo,2008,1,1,F,Milano,20123,MI,Lombardia,Studente,Diploma,Celibe_Nubile,0495703773,cristina.russo72@gmail.com,9,<15k
3220,MSSMHL51B68F205,Michela,Messina,1951,2,28,F,Milano,20121,MI,Lombardia,Pensionato,Licenza_Media,Vedovo_a,0189154839,michela.messina77@libero.it,24,15k-30k
5345,PLMNCL72C03H501,Nicola,Palumbo,1972,3,3,M,Roma,00141,RM,Lazio,Dirigente,Diploma,Coniugato_a,0793110179,nicola.palumbo55@libero.it,69,>50k
2373,MRTGLI97D44H501,Giulia,Moretti,1997,4,4,F,Roma,00118,RM,Lazio,Studente,Diploma,Coniugato_a,0689459186,giulia.moretti7@libero.it,27,15k-30k
1051,CSTLRT01D17F839,Alberto,Costa,2001,4,17,M,Napoli,80122,NA,Campania,Studente,Laurea_Triennale,Coniugato_a,0887835305,alberto.costa92@libero.it,6,<15k
3074,PGNDNL65A25F839,Daniele,Pagano,1965,1,25,M,Napoli,80122,NA,Campania,Pensionato,Licenza_Media,Separato_a,0683593551,daniele.pagano67@gmail.com,47,30k-50k
2321,NPLLNZ04B09F839,Lorenzo,Napolitano,2004,2,9,M,Napoli,80123,NA,Campania,Operaio,Diploma,Celibe_Nubile,0346002974,lorenzo.napolitano54@libero.it,24,15k-30k
4791,RLNPRZ04R58L219,Patrizia,Orlando,2004,10,18,F,Torino,10125,TO,Piemonte,Studente,Laurea_Magistrale,Celibe_Nubile,0834029607,patrizia.orlando38@libero.it,20,15k-30k
3334,RMNBRN66S20F839,Bruno,Romano,1966,11,20,M,Napoli,80132,NA,Campania,Pensionato,Diploma,Coniugato_a,0419208572,bruno.romano54@libero.it,38,30k-50k
4836,RLNPRZ84T46H501,Patrizia,Orlando,1984,12,6,F,Roma,00136,RM,Lazio,Disoccupato,Diploma,Coniugato_a,0798260826,patrizia.orlando76@libero.it,21,15k-30k
1751,MRNVCN64A22L219,Vincenzo,Marini,1964,1,22,M,Torino,10125,TO,Piemonte,Operaio,Diploma,Celibe_Nubile,0351740073,vincenzo.marini20@gmail.com,18,15k-30k
5324,BNCMSM08L05F839,Massimo,Bianchi,2008,7,5,M,Napoli,80131,NA,Campania,Studente,Laurea_Triennale,Celibe_Nubile,0335656531,massimo.bianchi33@gmail.com,10,<15k
1772,CRSCHR80C57H501,Chiara,Caruso,1980,3,17,F,Roma,00121,RM,Lazio,Disoccupato,Licenza_Media,Coniugato_a,0863546710,chiara.caruso63@libero.it,6,<15k
1196,MRTMTN07S48F205,Martina,Martinelli,2007,11,8,F,Milano,20122,MI,Lombardia,Studente,Laurea_Triennale,Celibe_Nubile,0228005082,martina.martinelli36@gmail.com,9,<15k
1878,CPPNTN01T11F839,Antonio,Coppola,2001,12,11,M,Napoli,80131,NA,Campania,Disoccupato,Laurea_Triennale,Coniugato_a,0987166881,antonio.coppola36@gmail.com,14,<15k
2668,SPSMRA96H16L219,Mario,Esposito,1996,6,16,M,Torino,10122,TO,Piemonte,Operaio,Licenza_Media,Coniugato_a,0748878719,mario.esposito54@libero.it,24,15k-30k
7484,LMBCML79C56F839,Carmela,Lombardi,1979,3,16,F,Napoli,80132,NA,Campania,Disoccupato,Laurea_Triennale,Divorziato_a,0254924961,carmela.lombardi85@libero.it,20,15k-30k
2016,BNCMRA73C59F839,Maria,Bianchi,1973,3,19,F,Napoli,80131,NA,Campania,Dirigente,Laurea_Triennale,Coniugato_a,0833580131,maria.bianchi63@gmail.com,48,30k-50k
2005,FRRLRA96R68F839,Laura,Ferrari,1996,10,28,F,Napoli,80121,NA,Campania,Operaio,Laurea_Triennale,Coniugato_a,0301178052,laura.ferrari58@gmail.com,18,15k-30k
6393,SRTMNC67A47H501,Monica,Sartori,1967,1,7,F,Roma,00118,RM,Lazio,Pensionato,Diploma,Separato_a,0203810983,monica.sartori99@libero.it,6,<15k
1482,VLLMSM66D10H501,Massimo,Villa,1966,4,10,M,Roma,00100,RM,Lazio,Operaio,Diploma,Coniugato_a,0415439416,massimo.villa10@libero.it,38,30k-50k
3237,SLVGPP80M22L219,Giuseppe,Silvestri,1980,8,22,M,Torino,10124,TO,Piemonte,Disoccupato,Diploma,Coniugato_a,0189537664,giuseppe.silvestri40@gmail.com,13,<15k
328,RSSLNE78R49F205,Elena,Rossi,1978,10,9,F,Milano,20123,MI,Lombardia,Dirigente,Laurea_Magistrale,Divorziato_a,0773227318,elena.rossi10@libero.it,66,>50k
648,CTTLRI05S60F839,Ilaria,Cattaneo,2005,11,20,F,Napoli,80122,NA,Campania,Studente,Laurea_Triennale,Celibe_Nubile,0443706061,ilaria.cattaneo65@gmail.com,7,<15k
3599,RLNCST74C61F205,Cristina,Orlando,1974,3,21,F,Milano,20124,MI,Lombardia,Dirigente,Laurea_Magistrale,Celibe_Nubile,0925989755,cristina.orlando70@gmail.com,50,>50k
2945,LNGLCU00P06F205,Luca,Longo,2000,9,6,M,Milano,20121,MI,Lombardia,Studente,Diploma,Coniugato_a,0462095904,luca.longo68@libero.it,10,<15k
3887,CPPMLE94A17H501,Emilio,Coppola,1994,1,17,M,Roma,00141,RM,Lazio,Operaio,Licenza_Media,Coniugato_a,0145574772,emilio.coppola47@gmail.com,15,15k-30k
1123,NPLPLA76H48F839,Paola,Napolitano,1976,6,8,F,Napoli,80122,NA,Campania,Operaio,Licenza_Media,Divorziato_a,0424144098,paola.napolitano69@gmail.com,44,30k-50k
396,CPPMLE54E11H703,Emilio,Coppola,1954,5,11,M,Salerno,84124,SA,Campania,Pensionato,Diploma,Vedovo_a,0338521236,emilio.coppola34@gmail.com,28,15k-30k
2788,LNEMLE82H21L219,Emilio,Leone,1982,6,21,M,Torino,10121,TO,Piemonte,Operaio,Licenza_Media,Coniugato_a,0901276315,emilio.leone13@gmail.com,98,>50k
5601,SNTGRG01M22H501,Giorgio,Santoro,2001,8,22,M,Roma,00136,RM,Lazio,Operaio,Diploma,Coniugato_a,0677036926,giorgio.santoro41@gmail.com,15,15k-30k
6772,GRCNTN57C04L219,Antonio,Greco,1957,3,4,M,Torino,10124,TO,Piemonte,Pensionato,Licenza_Media,Vedovo_a,0527200122,antonio.greco44@gmail.com,38,30k-50k
4314,RSSDNL66E17H703,Daniele,Rossi,1966,5,17,M,Salerno,84122,SA,Campania,Disoccupato,Licenza_Media,Coniugato_a,0795745132,daniele.rossi62@libero.it,8,<15k
5252,PLMFBA89C15H501,Fabio,Palumbo,1989,3,15,M,Roma,00118,RM,Lazio,Dirigente,Laurea_Magistrale,Coniugato_a,0795882499,fabio.palumbo79@libero.it,17,15k-30k
6339,BRBDNL78E18H501,Daniele,Barbieri,1978,5,18,M,Roma,00121,RM,Lazio,Disoccupato,Diploma,Coniugato_a,0303080541,daniele.barbieri48@gmail.com,13,<15k
1259,FRRMRC01H05F205,Marco,Ferrari,2001,6,5,M,Milano,20123,MI,Lombardia,Studente,Diploma,Coniugato_a,0326494438,marco.ferrari69@gmail.com,8,<15k
6901,BRBSRN79D60H501,Serena,Barbieri,1979,4,20,F,Roma,00141,RM,Lazio,Disoccupato,Licenza_Media,Divorziato_a,0289537656,serena.barbieri25@libero.it,14,<15k
6251,DLCLNZ98L41H703,Lorenza,De Luca,1998,7,1,F,Salerno,84121,SA,Campania,Studente,Laurea_Triennale,Celibe_Nubile,0594597547,lorenza.deluca8@libero.it,13,<15k
7327,GRDGRG06P09F839,Giorgio,Giordano,2006,9,9,M,Napoli,80122,NA,Campania,Studente,Laurea_Triennale,Celibe_Nubile,0518070664,giorgio.giordano4@gmail.com,29,15k-30k
1519,BNCLNZ96R27H703,Lorenzo,Bianchi,1996,10,27,M,Salerno,84121,SA,Campania,Operaio,Diploma,Coniugato_a,0995783917,lorenzo.bianchi45@libero.it,23,15k-30k
6108,CNTCCT57P59H501,Concetta,Conti,1957,9,19,F,Roma,00121,RM,Lazio,Pensionato,Licenza_Media,Vedovo_a,0345312367,concetta.conti2@libero.it,19,15k-30k
1378,CLMGRG40T06F205,Giorgio,Colombo,1940,12,6,M,Milano,20125,MI,Lombardia,Pensionato,Laurea_Triennale,Vedovo_a,0149854763,giorgio.colombo14@libero.it,19,15k-30k
5473,CSTLNE37H52F205,Elena,Costa,1937,6,12,F,Milano,20122,MI,Lombardia,Pensionato,Diploma,Vedovo_a,0352492091,elena.costa9@libero.it,21,15k-30k
1023,BNCLNZ01S27F205,Lorenzo,Bianchi,2001,11,27,M,Milano,20124,MI,Lombardia,Studente,Diploma,Coniugato_a,0465938164,lorenzo.bianchi45@libero.it,5,<15k
2587,PLLCST97H52L219,Cristina,Pellegrini,1997,6,12,F,Torino,10121,TO,Piemonte,Studente,Laurea_Triennale,Separato_a,0387857215,cristina.pellegrini49@libero.it,8,<15k
2918,MRTSMN88D54L219,Simona,Martini,1988,4,14,F,Torino,10123,TO,Piemonte,Dirigente,Laurea_Magistrale,Coniugato_a,0287762832,simona.martini18@libero.it,109,>50k
7496,CPPLSN95P61H501,Alessandra,Coppola,1995,9,21,F,Roma,00100,RM,Lazio,Studente,Laurea_Triennale,Celibe_Nubile,0185820950,alessandra.coppola97@libero.it,7,<15k
6607,FRRMSM85R11L219,Massimo,Ferrari,1985,10,11,M,Torino,10124,TO,Piemonte,Operaio,Diploma,Coniugato_a,0998244563,massimo.ferrari17@gmail.com,13,<15k
3785,SNTFPP99E15F205,Filippo,Santoro,1999,5,15,M,Milano,20121,MI,Lombardia,Studente,Diploma,Coniugato_a,0106915088,filippo.santoro33@gmail.com,9,<15k
912,SPSMHL01E61F205,Michela,Esposito,2001,5,21,F,Milano,20123,MI,Lombardia,Studente,Diploma,Coniugato_a,0377147743,michela.esposito40@libero.it,10,<15k
2857,VLLLNZ43S11L219,Lorenzo,Villa,1943,11,11,M,Torino,10123,TO,Piemonte,Pensionato,Licenza_Media,Vedovo_a,0621874921,lorenzo.villa69@gmail.com,17,15k-30k
6109,LNGLSE60E64F839,Elisa,Longo,1960,5,24,F,Napoli,80131,NA,Campania,Pensionato,Licenza_Media,Vedovo_a,0706909298,elisa.longo96@libero.it,25,15k-30k
1675,FNTPLA88A41F839,Paola,Fontana,1988,1,1,F,Napoli,80122,NA,Campania,Dirigente,Laurea_Magistrale,Coniugato_a,0703173156,paola.fontana73@libero.it,119,>50k
1746,GRDNNA01A61H501,Anna,Giordano,2001,1,21,F,Roma,00121,RM,Lazio,Disoccupato,Licenza_Media,Separato_a,0877904731,anna.giordano85@gmail.com,9,<15k
3026,SLVNDR91D02H501,Andrea,Silvestri,1991,4,2,M,Roma,00100,RM,Lazio,Dirigente,Laurea_Triennale,Celibe_Nubile,0712469156,andrea.silvestri37@libero.it,111,>50k
532,VLLVNT53P56H501,Valentina,Villa,1953,9,16,F,Roma,00141,RM,Lazio,Pensionato,Licenza_Media,Coniugato_a,0723492785,valentina.villa26@gmail.com,18,15k-30k
1736,RSSMTN63L62H501,Martina,Rossi,1963,7,22,F,Roma,00141,RM,Lazio,Operaio,Licenza_Media,Coniugato_a,0931415896,martina.rossi88@gmail.com,35,30k-50k
1629,RSSCCT46P44F839,Concetta,Rossi,1946,9,4,F,Napoli,80121,NA,Campania,Pensionato,Licenza_Media,Coniugato_a,0487782834,concetta.rossi16@gmail.com,25,15k-30k
4950,MTASMN79M51F839,Simona,Amato,1979,8,11,F,Napoli,80123,NA,Campania,Dirigente,Laurea_Magistrale,Coniugato_a,0397552020,simona.amato66@libero.it,106,>50k
430,MRTBRN04P16L219,Bruno,Martini,2004,9,16,M,Torino,10125,TO,Piemonte,Studente,Diploma,Celibe_Nubile,0173289658,bruno.martini89@libero.it,28,15k-30k
3523,SLVTRS51M68H501,Teresa,Silvestri,1951,8,28,F,Roma,00100,RM,Lazio,Pensionato,Licenza_Media,Coniugato_a,0263730123,teresa.silvestri22@libero.it,18,15k-30k
1808,LMBLSE68R55F205,Elisa,Lombardi,1968,10,15,F,Milano,20125,MI,Lombardia,Pensionato,Licenza_Media,Coniugato_a,0187217875,elisa.lombardi44@libero.it,20,15k-30k
4772,RLNCCT89M41H501,Concetta,Orlando,1989,8,1,F,Roma,00121,RM,Lazio,Dirigente,Laurea_Triennale,Coniugato_a,0167288687,concetta.orlando55@gmail.com,38,30k-50k
3607,VLLNDR38A25F205,Andrea,Villa,1938,1,25,M,Milano,20121,MI,Lombardia,Pensionato,Diploma,Coniugato_a,0949546989,andrea.villa86@libero.it,36,30k-50k
3794,MRNTRS95M68F839,Teresa,Marini,1995,8,28,F,Napoli,80121,NA,Campania,Dirigente,Laurea_Triennale,Coniugato_a,0201798414,teresa.marini88@gmail.com,120,>50k
4686,VLLDVD97B18F839,Davide,Villa,1997,2,18,M,Napoli,80132,NA,Campania,Disoccupato,Licenza_Media,Separato_a,0451387883,davide.villa43@libero.it,7,<15k
4879,BRNLRT86A25F839,Alberto,Bruno,1986,1,25,M,Napoli,80131,NA,Campania,Operaio,Licenza_Media,Divorziato_a,0199505175,alberto.bruno58@gmail.com,99,>50k
234,SLVLRI97P63H501,Ilaria,Silvestri,1997,9,23,F,Roma,00118,RM,Lazio,Studente,Diploma,Separato_a,0721045379,ilaria.silvestri99@gmail.com,24,15k-30k
6405,CSTSVT95P24L219,Salvatore,Costa,1995,9,24,M,Torino,10121,TO,Piemonte,Studente,Laurea_Triennale,Coniugato_a,0405881273,salvatore.costa60@gmail.com,7,<15k
2222,CLMTRS91R67H703,Teresa,Colombo,1991,10,27,F,Salerno,84125,SA,Campania,Disoccupato,Diploma,Coniugato_a,0743700550,teresa.colombo12@libero.it,17,15k-30k
4582,CTTMHL58P61H703,Michela,Cattaneo,1958,9,21,F,Salerno,84124,SA,Campania,Pensionato,Licenza_Media,Vedovo_a,0911636596,michela.cattaneo49@gmail.com,109,>50k
4305,RSSMSM94T16L219,Massimo,Rossi,1994,12,16,M,Torino,10124,TO,Piemonte,Studente,Diploma,Coniugato_a,0691021092,massimo.rossi40@gmail.com,12,<15k
6830,FBBTRS47A43L219,Teresa,Fabbri,1947,1,3,F,Torino,10121,TO,Piemonte,Pensionato,Licenza_Media,Coniugato_a,0746723208,teresa.fabbri27@gmail.com,41,30k-50k
6341,SRTCRL81P20F205,Carlo,Sartori,1981,9,20,M,Milano,20123,MI,Lombardia,Operaio,Laurea_Triennale,Coniugato_a,0163067443,carlo.sartori3@libero.it,44,30k-50k
6695,RLNGLC58B03H501,Gianluca,Orlando,1958,2,3,M,Roma,00141,RM,Lazio,Pensionato,Diploma,Coniugato_a,0959504297,gianluca.orlando46@gmail.com,48,30k-50k
1948,FNTPLA39E54F205,Paola,Fontana,1939,5,14,F,Milano,20121,MI,Lombardia,Pensionato,Licenza_Media,Divorziato_a,0576820005,paola.fontana77@gmail.com,26,15k-30k
5735,MRTFBA97S23L219,Fabio,Moretti,1997,11,23,M,Torino,10124,TO,Piemonte,Operaio,Diploma,Coniugato_a,0757049405,fabio.moretti19@gmail.com,46,30k-50k
6662,GRCLNZ80C10F205,Lorenzo,Greco,1980,3,10,M,Milano,20122,MI,Lombardia,Dirigente,Diploma,Celibe_Nubile,0947178153,lorenzo.greco52@gmail.com,97,>50k
6995,MTALRA70P51F839,Laura,Amato,1970,9,11,F,Napoli,80123,NA,Campania,Operaio,Diploma,Coniugato_a,0669192257,laura.amato3@libero.it,49,30k-50k
4631,LMBRCR61C22F839,Riccardo,Lombardi,1961,3,22,M,Napoli,80132,NA,Campania,Dirigente,Laurea_Magistrale,Coniugato_a,0572525170,riccardo.lombardi26@libero.it,18,15k-30k
3492,RSSMHL44S58H703,Michela,Rossi,1944,11,18,F,Salerno,84125,SA,Campania,Pensionato,Diploma,Coniugato_a,0861886193,michela.rossi63@libero.it,56,>50k
6869,MNCSLV06T41F205,Silvia,Mancini,2006,12,1,F,Milano,20122,MI,Lombardia,Studente,Laurea_Triennale,Celibe_Nubile,0948601929,silvia.mancini60@gmail.com,28,15k-30k
1995,MRNCHR43C53H501,Chiara,Marini,1943,3,13,F,Roma,00121,RM,Lazio,Pensionato,Licenza_Media,Vedovo_a,0689746103,chiara.marini57@libero.it,21,15k-30k
3639,RCCNGL90C56F839,Angela,Ricci,1990,3,16,F,Napoli,80131,NA,Campania,Operaio,Licenza_Media,Celibe_Nubile,0169201562,angela.ricci39@libero.it,7,<15k
2671,LNGLSE37M68F839,Elisa,Longo,1937,8,28,F,Napoli,80132,NA,Campania,Pensionato,Diploma,Coniugato_a,0579397518,elisa.longo58@libero.it,32,30k-50k
6244,MRNDNL98H19H501,Daniele,Marino,1998,6,19,M,Roma,00136,RM,Lazio,Studente,Diploma,Coniugato_a,0624458234,daniele.marino93@gmail.com,12,<15k
2224,RMNTRS85P55L219,Teresa,Romano,1985,9,15,F,Torino,10122,TO,Piemonte,Dirigente,Laurea_Magistrale,Celibe_Nubile,0864101157,teresa.romano60@libero.it,53,>50k
1106,VTLLSE68L56H703,Elisa,Vitale,1968,7,16,F,Salerno,84125,SA,Campania,Operaio,Laurea_Triennale,Coniugato_a,0914207540,elisa.vitale94@libero.it,18,15k-30k
6182,SPSLSN05M03H703,Alessandro,Esposito,2005,8,3,M,Salerno,84121,SA,Campania,Studente,Laurea_Triennale,Celibe_Nubile,0563498296,alessandro.esposito13@gmail.com,8,<15k
818,LNGMRA02D17L219,Mario,Longo,2002,4,17,M,Torino,10123,TO,Piemonte,Studente,Laurea_Triennale,Celibe_Nubile,0832647239,mario.longo94@gmail.com,20,15k-30k
3971,MTALRT63A23F839,Alberto,Amato,1963,1,23,M,Napoli,80131,NA,Campania,Dirigente,Laurea_Magistrale,Coniugato_a,0303729036,alberto.amato87@gmail.com,50,>50k
4387,SRTGLI48T50H501,Giulia,Sartori,1948,12,10,F,Roma,00121,RM,Lazio,Pensionato,Diploma,Coniugato_a,0593485602,giulia.sartori10@libero.it,13,<15k
5119,SRRSFO07B59F839,Sofia,Serra,2007,2,19,F,Napoli,80131,NA,Campania,Studente,Laurea_Triennale,Celibe_Nubile,0435157670,sofia.serra50@libero.it,6,<15k
5448,RSSPTR44R01H703,Pietro,Rossi,1944,10,1,M,Salerno,84125,SA,Campania,Pensionato,Laurea_Triennale,Coniugato_a,0282175709,pietro.rossi11@gmail.com,38,30k-50k
1697,MSSSRG89P14H703,Sergio,Messina,1989,9,14,M,Salerno,84125,SA,Campania,Dirigente,Laurea_Magistrale,Coniugato_a,0327805910,sergio.messina7@gmail.com,57,>50k
4056,BRNLSN52R11F205,Alessandro,Bruno,1952,10,11,M,Milano,20125,MI,Lombardia,Pensionato,Diploma,Coniugato_a,0122210117,alessandro.bruno73@gmail.com,27,15k-30k
136,GRDNCL01R04H501,Nicola,Giordano,2001,10,4,M,Roma,00141,RM,Lazio,Studente,Laurea_Triennale,Separato_a,0532946018,nicola.giordano77@gmail.com,5,<15k
4101,CNTMRA65P45L219,Maria,Conti,1965,9,5,F,Torino,10121,TO,Piemonte,Disoccupato,Laurea_Triennale,Divorziato_a,0729127517,maria.conti70@libero.it,19,15k-30k
1642,MSSGPP66T18H501,Giuseppe,Messina,1966,12,18,M,Roma,00100,RM,Lazio,Disoccupato,Licenza_Media,Coniugato_a,0112438420,giuseppe.messina24@gmail.com,6,<15k
5773,SNTLRI74H48H501,Ilaria,Santoro,1974,6,8,F,Roma,00100,RM,Lazio,Dirigente,Diploma,Separato_a,0849270990,ilaria.santoro20@gmail.com,102,>50k
5015,LNGPLA94B21F205,Paolo,Longo,1994,2,21,M,Milano,20125,MI,Lombardia,Studente,Laurea_Triennale,Coniugato_a,0898524894,paolo.longo96@libero.it,6,<15k
3722,PLLGLC52L20L219,Gianluca,Pellegrini,1952,7,20,M,Torino,10124,TO,Piemonte,Pensionato,Diploma,Divorziato_a,0356226129,gianluca.pellegrini94@libero.it,18,15k-30k
6654,MTASFN99S25F839,Stefano,Amato,1999,11,25,M,Napoli,80122,NA,Campania,Studente,Laurea_Triennale,Coniugato_a,0556943748,stefano.amato69@gmail.com,6,<15k
1180,MRNCLD77A04F839,Claudio,Marini,1977,1,4,M,Napoli,80132,NA,Campania,Dirigente,Laurea_Magistrale,Coniugato_a,0969581462,claudio.marini16@gmail.com,75,>50k
4709,FNTLCU53S19F839,Luca,Fontana,1953,11,19,M,Napoli,80122,NA,Campania,Pensionato,Licenza_Media,Vedovo_a,0991155058,luca.fontana74@libero.it,47,30k-50k
888,RSSCLD98M21H703,Claudio,Rossi,1998,8,21,M,Salerno,84123,SA,Campania,Studente,Diploma,Coniugato_a,0325798530,claudio.rossi22@libero.it,8,<15k
2987,RMNMLE37S05H501,Emilio,Romano,1937,11,5,M,Roma,00141,RM,Lazio,Pensionato,Licenza_Media,Coniugato_a,0198869574,emilio.romano33@libero.it,15,15k-30k
2372,FRRSFO03E42L219,Sofia,Ferrara,2003,5,2,F,Torino,10124,TO,Piemonte,Operaio,Licenza_Media,Celibe_Nubile,0647829663,sofia.ferrara26@gmail.com,17,15k-30k
2437,CPPCLD95S22H501,Claudio,Coppola,1995,11,22,M,Roma,00100,RM,Lazio,Studente,Laurea_Triennale,Coniugato_a,0324891902,claudio.coppola1@libero.it,12,<15k
4731,RLNRCR93H13F839,Riccardo,Orlando,1993,6,13,M,Napoli,80131,NA,Campania,Operaio,Diploma,Coniugato_a,0101277835,riccardo.orlando41@gmail.com,20,15k-30k
5246,RSSFPP67D10H501,Filippo,Rossi,1967,4,10,M,Roma,00141,RM,Lazio,Disoccupato,Diploma,Celibe_Nubile,0694221791,filippo.rossi56@libero.it,20,15k-30k
817,RMNCLD75L10F205,Claudio,Romano,1975,7,10,M,Milano,20125,MI,Lombardia,Operaio,Licenza_Media,Coniugato_a,0467787866,claudio.romano18@libero.it,27,15k-30k
1111,BRNSLV98C53H501,Silvia,Bruno,1998,3,13,F,Roma,00141,RM,Lazio,Studente,Diploma,Coniugato_a,0133181976,silvia.bruno24@gmail.com,12,<15k
3414,BRNSRG74D22H501,Sergio,Bruno,1974,4,22,M,Roma,00136,RM,Lazio,Dirigente,Laurea_Magistrale,Divorziato_a,0218825055,sergio.bruno41@libero.it,93,>50k
4693,RSSPTR88D20F205,Pietro,Russo,1988,4,20,M,Milano,20125,MI,Lombardia,Dirigente,Laurea_Triennale,Coniugato_a,0921148319,pietro.russo8@libero.it,46,30k-50k
2341,PLLSMN96D47L219,Simona,Pellegrini,1996,4,7,F,Torino,10122,TO,Piemonte,Dirigente,Laurea_Triennale,Coniugato_a,0948363347,simona.pellegrini91@gmail.com,104,>50k
6212,FRRCHR71T60H501,Chiara,Ferrari,1971,12,20,F,Roma,00118,RM,Lazio,Pensionato,Licenza_Media,Coniugato_a,0931032522,chiara.ferrari79@gmail.com,33,30k-50k
3167,MRNCLD38H64H703,Claudia,Marino,1938,6,24,F,Salerno,84121,SA,Campania,Pensionato,Diploma,Vedovo_a,0893650952,claudia.marino97@gmail.com,31,30k-50k
5531,MTAMRA43S55H501,Maria,Amato,1943,11,15,F,Roma,00121,RM,Lazio,Pensionato,Licenza_Media,Coniugato_a,0781350018,maria.amato55@gmail.com,20,15k-30k
5100,SRRGLC72S01L219,Gianluca,Serra,1972,11,1,M,Torino,10122,TO,Piemonte,Dirigente,Laurea_Magistrale,Coniugato_a,0684644686,gianluca.serra87@gmail.com,32,30k-50k
4925,GLLLSN77B43H703,Alessandra,Gallo,1977,2,3,F,Salerno,84123,SA,Campania,Operaio,Licenza_Media,Coniugato_a,0485385994,alessandra.gallo34@gmail.com,24,15k-30k
3065,VLLDVD76P17L219,Davide,Villa,1976,9,17,M,Torino,10125,TO,Piemonte,Operaio,Licenza_Media,Coniugato_a,0774425460,davide.villa51@libero.it,21,15k-30k
1264,GRCPLA78H28F205,Paolo,Greco,1978,6,28,M,Milano,20125,MI,Lombardia,Disoccupato,Diploma,Coniugato_a,0814599059,paolo.greco86@gmail.com,10,<15k
990,SRRSFO99E45H501,Sofia,Serra,1999,5,5,F,Roma,00136,RM,Lazio,Studente,Laurea_Triennale,Coniugato_a,0203925891,sofia.serra19@gmail.com,8,<15k
1464,SLVNDR43M23F205,Andrea,Silvestri,1943,8,23,M,Milano,20123,MI,Lombardia,Pensionato,Diploma,Coniugato_a,0636583700,andrea.silvestri83@gmail.com,13,<15k
3662,MRTNGL01R17H501,Angelo,Martinelli,2001,10,17,M,Roma,00141,RM,Lazio,Studente,Laurea_Magistrale,Coniugato_a,0315817443,angelo.martinelli9@libero.it,9,<15k
5784,MRNRCR48M28H501,Riccardo,Marino,1948,8,28,M,Roma,00121,RM,Lazio,Pensionato,Diploma,Coniugato_a,0687865023,riccardo.marino80@gmail.com,19,15k-30k
1739,CSTFPP99D23H501,Filippo,Costa,1999,4,23,M,Roma,00100,RM,Lazio,Studente,Diploma,Celibe_Nubile,0845773582,filippo.costa37@gmail.com,7,<15k
5391,CTTMRC00S28F205,Marco,Cattaneo,2000,11,28,M,Milano,20123,MI,Lombardia,Studente,Laurea_Triennale,Coniugato_a,0295154943,marco.cattaneo61@gmail.com,5,<15k
3947,RLNLSN81A49L219,Alessandra,Orlando,1981,1,9,F,Torino,10121,TO,Piemonte,Operaio,Diploma,Divorziato_a,0697001639,alessandra.orlando31@libero.it,24,15k-30k
3710,MSSGLI06C61H501,Giulia,Messina,2006,3,21,F,Roma,00100,RM,Lazio,Studente,Laurea_Triennale,Celibe_Nubile,0171481259,giulia.messina75@libero.it,14,<15k
353,BRBBRN48P21H501,Bruno,Barbieri,1948,9,21,M,Roma,00121,RM,Lazio,Pensionato,Licenza_Media,Coniugato_a,0956471814,bruno.barbieri71@libero.it,109,>50k
4436,GRCLCU89A65F205,Lucia,Greco,1989,1,25,F,Milano,20122,MI,Lombardia,Operaio,Diploma,Celibe_Nubile,0795074217,lucia.greco20@gmail.com,16,15k-30k
5718,BNCLRI50E68L219,Ilaria,Bianchi,1950,5,28,F,Torino,10123,TO,Piemonte,Pensionato,Diploma,Coniugato_a,0286520676,ilaria.bianchi97@gmail.com,40,30k-50k
6649,RCCCST84R60H501,Cristina,Ricci,1984,10,20,F,Roma,00121,RM,Lazio,Operaio,Licenza_Media,Coniugato_a,0695586762,cristina.ricci87@gmail.com,16,15k-30k
3916,BNCFNC84C62L219,Francesca,Bianchi,1984,3,22,F,Torino,10125,TO,Piemonte,Disoccupato,Laurea_Triennale,Divorziato_a,0149603646,francesca.bianchi88@gmail.com,6,<15k
6399,MRNFRC71C41F839,Federica,Marino,1971,3,1,F,Napoli,80122,NA,Campania,Disoccupato,Diploma,Coniugato_a,0944185370,federica.marino68@gmail.com,9,<15k
5269,FRRGRG98P04H501,Giorgio,Ferrara,1998,9,4,M,Roma,00118,RM,Lazio,Studente,Diploma,Celibe_Nubile,0522514823,giorgio.ferrara83@gmail.com,24,15k-30k
1489,RSSMNC97T56F839,Monica,Russo,1997,12,16,F,Napoli,80132,NA,Campania,Studente,Laurea_Triennale,Coniugato_a,0283110205,monica.russo2@libero.it,7,<15k
6355,MRNPRZ53E43F205,Patrizia,Marino,1953,5,3,F,Milano,20124,MI,Lombardia,Pensionato,Diploma,Vedovo_a,0818478321,patrizia.marino9@gmail.com,77,>50k
5028,MRTLNE64A64L219,Elena,Martini,1964,1,24,F,Torino,10123,TO,Piemonte,Operaio,Diploma,Separato_a,0259815710,elena.martini56@gmail.com,38,30k-50k
3130,MTANCL57H02F205,Nicola,Amato,1957,6,2,M,Milano,20125,MI,Lombardia,Pensionato,Diploma,Divorziato_a,0828587241,nicola.amato43@gmail.com,49,30k-50k
1228,PGNMTT99M07F205,Matteo,Pagano,1999,8,7,M,Milano,20121,MI,Lombardia,Operaio,Licenza_Media,Separato_a,0973937812,matteo.pagano31@gmail.com,11,<15k
